contributor,feat_NA,feat_NT,feat_NR,feat_NOR,feat_ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,acc_type
865658,151,13,8,6,0.75,13.924,0.264,32.11,0.837,8.878,18.875,2.5,40.608,0.764,5.75,2.75,1.0,3.808,0.511,1.25,4.441,2.0,4.986,0.518,4.75,20.777,0.563,40.771,0.698,19.055,41.885,25.224,52.139,0.633,67.119,14.793,0.192,32.663,0.829,14.997,11.615,5.0,15.682,0.614,12.0,human
748637,7,4,4,3,0.75,4.99,0.032,11.865,0.823,0.466,1.75,1.5,0.957,0.25,1.25,1.75,1.5,0.957,0.25,1.25,1.167,1.0,0.408,0.119,0.0,0.004,0.0,0.01,0.0,0.0,5.984,0.036,12.983,0.789,0.615,4.99,0.032,11.865,0.823,0.466,1.75,2.0,0.5,0.107,0.25,human
668363,260,11,7,4,0.571,4.566,0.229,18.717,0.885,1.559,37.143,4.0,58.434,0.68,49.0,2.286,2.0,1.799,0.357,1.5,2.031,2.0,1.506,0.343,1.0,4.096,0.001,13.965,0.817,0.689,5.185,0.185,23.904,0.905,1.134,5.519,0.18,22.624,0.897,1.172,23.636,15.0,36.272,0.63,18.5,human
495746,73,6,23,21,0.913,28.679,9.992,43.652,0.693,40.654,3.174,1.0,6.847,0.624,0.0,1.174,1.0,0.491,0.132,0.0,2.028,1.0,1.874,0.394,1.0,13.795,0.0,35.057,0.645,0.405,44.807,26.024,47.911,0.523,45.402,42.712,25.881,50.76,0.569,41.709,12.167,9.0,12.271,0.5,17.25,human
749885,7,6,5,4,0.8,78.98,23.345,137.465,0.704,57.974,1.4,1.0,0.548,0.171,1.0,1.4,1.0,0.548,0.171,1.0,1.4,1.0,0.548,0.171,1.0,5.995,0.0,13.405,0.5,0.002,110.975,44.842,165.075,0.63,130.7,78.98,23.345,137.465,0.704,57.974,1.167,1.0,0.408,0.119,0.0,human
343946,66,11,10,6,0.6,26.802,0.044,83.741,0.896,9.218,6.6,3.0,7.397,0.53,7.75,3.7,3.0,2.908,0.397,4.25,4.125,3.0,3.998,0.47,3.75,16.687,0.055,37.013,0.761,3.961,98.343,19.546,154.697,0.704,110.711,27.946,0.042,85.602,0.893,9.895,6.0,7.0,3.376,0.303,4.0,human
746394,12,6,8,6,0.75,119.916,0.403,235.121,0.775,94.345,1.5,1.0,1.069,0.271,0.25,1.125,1.0,0.354,0.097,0.0,1.333,1.0,1.0,0.222,0.0,0.03,0.0,0.09,0.0,0.0,164.851,69.918,265.542,0.69,149.734,91.295,69.918,115.853,0.575,83.454,2.0,1.0,1.549,0.333,2.25,human
843337,99,9,9,7,0.778,21.621,0.133,80.089,0.921,1.407,11.0,3.0,21.581,0.691,7.0,2.778,2.0,2.438,0.418,3.0,5.824,2.0,7.485,0.576,8.0,10.255,0.6,30.404,0.764,5.437,121.536,69.978,168.159,0.639,147.793,28.239,0.071,92.527,0.907,1.476,11.0,10.0,10.344,0.4,5.0,human
683856,13,6,2,2,1.0,24.231,0.02,53.593,0.833,6.626,6.5,6.5,0.707,0.038,0.5,3.0,3.0,2.828,0.333,2.0,1.625,1.0,0.916,0.26,1.25,0.007,0.0,0.012,0.262,0.011,41.53,0.024,66.542,0.713,59.788,29.076,0.022,57.913,0.799,19.822,2.167,1.0,2.041,0.397,1.5,human
956337,161,15,17,11,0.647,13.675,0.218,34.167,0.844,5.717,9.471,3.0,15.895,0.676,8.0,2.059,1.0,1.249,0.309,2.0,2.403,1.0,2.4,0.43,2.0,7.351,0.0,17.322,0.676,1.898,25.689,1.042,48.226,0.766,28.498,20.952,0.343,45.531,0.805,23.153,10.733,3.0,27.647,0.745,4.0,human
634549,245,12,9,6,0.667,3.467,0.1,12.199,0.897,0.812,27.222,3.0,58.433,0.779,6.0,3.444,1.0,4.126,0.523,3.0,4.623,2.0,7.388,0.609,4.0,11.153,0.0,27.326,0.746,1.268,4.9,0.463,8.468,0.753,2.241,3.829,0.1,13.461,0.9,0.873,20.417,13.0,19.654,0.487,20.5,human
936959,35,10,21,19,0.905,50.277,1.553,92.923,0.777,47.981,1.667,1.0,1.798,0.354,0.0,1.333,1.0,0.913,0.221,0.0,1.207,1.0,0.675,0.158,0.0,0.025,0.0,0.086,0.276,0.0,61.024,12.578,99.372,0.729,69.075,29.163,0.326,76.293,0.841,25.101,3.5,1.5,4.453,0.529,2.0,human
797779,22,6,7,6,0.857,96.985,10.021,146.771,0.705,158.085,3.143,2.0,3.976,0.494,1.5,1.571,1.0,1.134,0.286,0.5,2.0,1.0,1.789,0.38,1.0,22.978,0.0,70.405,0.699,3.878,178.393,141.998,168.36,0.479,169.087,111.77,26.64,164.602,0.693,179.789,3.667,3.0,2.066,0.273,2.75,human
677693,11,2,5,5,1.0,168.661,20.956,219.882,0.636,354.479,2.2,1.0,2.683,0.436,0.0,1.0,1.0,0.0,0.0,0.0,1.833,1.0,1.329,0.318,1.5,4.046,0.0,7.235,0.235,4.818,332.467,404.271,204.15,0.299,254.66,219.689,225.635,187.626,0.379,187.555,5.5,5.5,3.536,0.227,2.5,human
973493,241,14,3,2,0.667,3.105,0.026,11.162,0.918,0.188,80.333,63.0,77.468,0.42,76.0,8.0,9.0,3.606,0.194,3.5,13.389,5.5,23.779,0.658,6.25,18.557,4.81,27.482,0.607,24.655,24.184,18.455,25.363,0.51,19.293,2.832,0.017,10.196,0.915,0.199,17.214,10.0,15.924,0.485,24.0,human
843766,131,10,5,4,0.8,10.678,0.128,56.757,0.948,0.825,26.2,18.0,27.689,0.507,52.0,4.6,5.0,3.578,0.383,6.0,4.094,2.0,5.659,0.537,3.25,23.387,0.037,102.046,0.912,1.566,20.637,0.234,53.025,0.871,2.772,8.663,0.113,32.879,0.924,0.923,13.1,11.5,12.556,0.421,8.25,human
598476,14,4,9,8,0.889,164.956,121.555,209.919,0.567,157.789,1.556,1.0,1.667,0.317,0.0,1.111,1.0,0.333,0.089,0.0,1.4,1.0,1.265,0.257,0.0,60.643,0.0,191.769,0.0,0.0,170.89,56.628,251.189,0.644,176.468,90.129,50.404,93.751,0.497,93.232,3.5,3.5,2.38,0.321,3.5,human
336973,9,9,2,2,1.0,110.261,0.057,311.411,0.874,0.31,4.5,4.5,4.95,0.389,3.5,4.5,4.5,4.95,0.389,3.5,4.5,4.5,4.95,0.389,3.5,0.561,0.561,0.794,0.0,0.561,880.964,880.964,0.0,0.0,0.0,110.261,0.057,311.411,0.874,0.31,1.0,1.0,0.0,0.0,0.0,human
359793,8,2,5,4,0.8,178.951,0.003,473.451,0.857,0.002,1.6,2.0,0.548,0.15,1.0,1.0,1.0,0.0,0.0,0.0,1.6,2.0,0.548,0.15,1.0,0.002,0.002,0.002,0.234,0.003,313.161,0.003,626.317,0.75,313.159,1252.637,1252.637,0.0,0.0,0.0,4.0,4.0,4.243,0.375,3.0,human
893753,26,8,7,6,0.857,60.338,8.539,123.868,0.793,27.417,3.714,2.0,4.348,0.505,3.0,1.857,1.0,1.464,0.33,1.0,2.6,1.0,3.134,0.477,1.75,11.478,0.0,28.419,0.636,0.238,154.852,104.253,173.541,0.55,145.603,109.155,25.162,158.768,0.674,145.644,3.25,1.5,3.919,0.51,2.0,human
875747,185,11,120,112,0.933,11.9,0.096,26.208,0.823,10.78,1.542,1.0,3.987,0.345,0.0,1.092,1.0,0.661,0.083,0.0,1.423,1.0,2.858,0.291,0.0,0.316,0.0,2.533,0.716,0.0,16.656,1.335,30.015,0.759,21.071,4.42,0.008,15.444,0.92,0.201,16.818,6.0,33.54,0.721,12.0,human
397634,8,1,8,7,0.875,70.673,1.627,134.853,0.769,66.073,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.673,1.627,134.853,0.769,66.073,,,0.0,0.0,,8.0,8.0,0.0,0.0,0.0,human
855874,25,7,3,1,0.333,72.173,0.045,245.981,0.909,0.98,8.333,5.0,9.452,0.48,9.0,4.333,5.0,3.055,0.308,3.0,6.25,4.5,6.076,0.43,4.25,313.405,2.993,622.826,0.663,316.356,159.509,236.748,135.951,0.33,118.357,91.124,0.026,274.762,0.884,4.239,3.571,2.0,3.309,0.343,1.0,human
754665,43,7,6,3,0.5,31.035,0.008,115.153,0.925,0.435,7.167,3.0,7.679,0.492,11.75,2.833,2.5,1.941,0.343,2.5,3.909,2.0,4.277,0.495,3.5,46.024,0.004,143.788,0.842,0.109,79.721,2.481,191.534,0.812,51.008,23.476,0.005,106.598,0.944,0.228,6.143,8.0,4.634,0.379,8.5,human
937948,240,8,57,5,0.088,0.408,0.001,3.249,0.979,0.004,4.211,4.0,1.114,0.086,0.0,3.965,4.0,0.654,0.043,0.0,3.582,4.0,0.972,0.105,0.0,0.237,0.002,1.366,0.964,0.0,1.239,0.005,5.981,0.956,0.0,0.387,0.001,3.251,0.981,0.004,30.0,31.0,29.012,0.473,54.25,human
977786,13,3,6,6,1.0,146.2,96.577,163.761,0.568,197.337,2.167,1.0,2.401,0.423,0.75,1.5,1.0,0.837,0.241,0.75,1.625,1.0,1.408,0.317,0.25,54.818,0.0,154.638,0.498,0.255,187.979,137.446,168.832,0.437,149.037,170.867,115.02,181.567,0.547,248.688,4.333,4.0,1.528,0.154,1.5,human
495595,248,15,22,12,0.545,6.879,0.076,20.407,0.882,0.515,11.273,2.0,29.129,0.772,3.75,2.273,1.0,2.622,0.44,1.0,3.221,2.0,3.698,0.508,3.0,9.747,0.0,32.799,0.822,0.244,12.482,0.838,21.797,0.76,14.764,7.655,0.049,22.937,0.889,0.514,16.533,5.0,21.37,0.616,24.5,human
746444,87,10,10,3,0.3,15.663,0.081,55.123,0.919,0.833,8.7,4.5,10.657,0.544,7.0,4.4,3.5,3.026,0.359,5.75,3.783,1.0,5.196,0.576,2.0,3.012,0.0,8.559,0.719,1.173,58.08,8.361,98.594,0.739,95.821,12.041,0.034,39.526,0.91,0.772,8.7,7.0,8.46,0.417,4.5,human
957979,9,7,2,2,1.0,70.041,9.689,125.254,0.743,53.73,4.5,4.5,4.95,0.389,3.5,3.5,3.5,3.536,0.357,2.5,4.5,4.5,4.95,0.389,3.5,190.158,190.158,268.924,0.0,190.158,180.014,180.014,0.0,0.0,0.0,70.041,9.689,125.254,0.743,53.73,1.286,1.0,0.488,0.159,0.5,human
988943,195,14,5,2,0.4,9.548,0.259,21.145,0.797,12.287,39.0,22.0,53.118,0.609,41.0,4.6,3.0,4.336,0.452,6.0,3.679,2.0,4.573,0.526,2.0,24.467,0.012,59.481,0.741,14.566,10.682,5.552,13.283,0.629,18.253,9.988,0.199,22.237,0.802,12.096,13.929,9.0,12.958,0.485,19.0,human
476859,9,2,5,1,0.2,16.405,0.091,40.688,0.845,3.783,1.8,2.0,0.447,0.089,0.0,1.8,2.0,0.447,0.089,0.0,1.8,2.0,0.447,0.089,0.0,0.002,0.001,0.002,0.289,0.002,32.808,7.368,56.083,0.691,39.782,16.405,0.091,40.688,0.845,3.783,4.5,4.5,0.707,0.056,0.5,human
954679,243,15,15,15,1.0,8.854,0.081,21.415,0.843,5.098,16.2,1.0,57.501,0.873,0.0,1.8,1.0,3.098,0.415,0.0,8.1,1.5,11.964,0.66,7.25,40.878,0.039,76.647,0.576,29.05,31.601,16.645,41.334,0.631,27.785,11.096,0.036,24.605,0.825,11.09,16.2,9.0,23.158,0.634,10.5,human
438955,75,5,6,1,0.167,26.429,2.174,47.11,0.766,31.123,12.5,9.5,13.737,0.491,7.75,2.167,2.0,1.329,0.295,2.0,3.261,2.0,4.137,0.515,1.5,57.428,0.045,124.764,0.68,46.861,28.859,0.282,58.301,0.807,16.1,30.087,1.311,55.888,0.774,17.899,15.0,4.0,22.271,0.613,11.0,human
645447,147,13,23,7,0.304,14.957,0.647,35.233,0.81,12.71,6.391,3.0,12.217,0.638,4.5,2.087,1.0,1.905,0.377,1.0,2.534,1.0,4.079,0.504,1.0,9.555,0.0,29.213,0.774,0.303,28.588,8.721,48.574,0.715,38.176,23.119,3.218,43.974,0.754,24.292,11.308,5.0,19.448,0.621,7.0,human
353494,25,5,7,1,0.143,67.893,33.993,88.371,0.64,94.158,3.571,2.0,3.309,0.434,3.0,2.0,2.0,1.155,0.286,1.5,1.667,1.0,1.345,0.315,1.0,24.223,0.0,55.459,0.529,0.058,90.434,57.798,100.909,0.562,87.579,68.107,4.849,103.59,0.697,94.843,5.0,3.0,5.612,0.432,1.0,human
435746,37,10,18,7,0.389,58.528,11.466,90.317,0.714,93.828,2.056,1.0,2.92,0.452,0.0,1.389,1.0,0.916,0.238,0.0,1.682,1.0,1.46,0.333,0.75,14.172,0.0,37.22,0.56,0.051,85.486,43.161,105.62,0.622,127.657,74.085,18.811,100.887,0.668,125.817,3.7,2.0,4.347,0.505,3.5,human
346375,244,14,17,3,0.176,5.361,0.14,20.268,0.878,1.571,14.353,7.0,30.091,0.625,3.0,3.941,4.0,2.384,0.297,1.0,3.342,1.0,4.831,0.542,3.0,9.579,0.0,37.129,0.846,0.36,8.382,0.103,32.727,0.878,1.313,6.057,0.095,25.581,0.917,0.828,17.429,5.0,36.878,0.71,13.0,human
775886,268,12,3,1,0.333,4.925,0.068,21.813,0.921,0.266,89.333,6.0,148.689,0.647,130.0,5.667,4.0,5.686,0.431,5.5,38.286,52.0,34.875,0.456,60.0,177.595,142.566,191.775,0.467,312.738,11.977,3.591,16.045,0.617,17.603,5.881,0.115,24.817,0.917,0.601,22.333,11.0,23.2,0.532,43.25,human
556853,222,12,31,10,0.323,0.56,0.023,3.413,0.931,0.091,7.161,2.0,18.949,0.692,3.5,2.226,2.0,1.765,0.35,2.0,2.242,1.0,2.635,0.439,1.0,0.706,0.0,6.317,0.939,0.031,0.55,0.053,2.287,0.873,0.214,0.638,0.024,3.666,0.931,0.119,18.5,21.0,12.788,0.369,19.0,human
795639,23,6,9,5,0.556,96.128,25.26,177.775,0.729,136.96,2.556,1.0,2.651,0.444,2.0,1.444,1.0,0.726,0.222,1.0,1.769,1.0,1.787,0.368,0.0,15.028,0.0,47.035,0.579,0.0,159.955,92.849,219.946,0.589,160.771,123.129,42.169,195.079,0.661,162.623,3.833,3.0,3.43,0.428,3.5,human
848959,9,4,3,2,0.667,248.856,35.748,473.404,0.759,170.828,3.0,2.0,2.646,0.37,2.5,2.0,2.0,1.0,0.222,1.0,2.25,2.0,1.258,0.25,0.75,20.006,4.125,34.581,0.574,19.835,636.941,497.287,649.774,0.445,638.419,283.998,43.778,499.938,0.727,266.266,2.25,1.5,1.893,0.361,1.75,human
655646,5,3,3,3,1.0,408.305,135.438,648.712,0.667,543.724,1.667,1.0,1.155,0.267,1.0,1.333,1.0,0.577,0.167,0.5,1.667,1.0,1.155,0.267,1.0,0.006,0.0,0.01,0.0,0.008,816.602,816.602,771.788,0.334,545.736,90.294,0.011,156.379,0.667,135.43,1.667,2.0,0.577,0.133,0.5,human
569693,16,3,15,2,0.133,44.704,0.001,134.422,0.901,0.0,1.067,1.0,0.258,0.058,0.0,1.067,1.0,0.258,0.058,0.0,1.067,1.0,0.258,0.058,0.0,10.985,0.0,42.544,0.0,0.0,36.128,0.001,135.17,0.929,0.0,335.267,335.267,241.117,0.254,170.496,5.333,1.0,7.506,0.542,6.5,human
556548,7,1,7,7,1.0,95.401,25.284,143.125,0.672,128.043,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.401,25.284,143.125,0.672,128.043,,,0.0,0.0,,7.0,7.0,0.0,0.0,0.0,human
335559,6,1,6,6,1.0,228.158,99.652,311.74,0.616,259.673,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.158,99.652,311.74,0.616,259.673,,,0.0,0.0,,6.0,6.0,0.0,0.0,0.0,human
649564,282,15,42,17,0.405,3.755,0.222,11.29,0.848,1.644,6.714,3.5,7.253,0.541,9.5,1.952,1.0,1.287,0.325,2.0,2.0,1.0,1.773,0.365,1.0,1.941,0.0,11.749,0.886,0.188,5.581,0.653,14.309,0.787,4.568,4.985,0.426,14.04,0.819,3.263,18.8,8.0,35.238,0.667,11.5,human
546778,68,9,6,3,0.5,12.771,0.033,51.582,0.945,0.11,11.333,3.5,14.624,0.598,18.5,3.5,3.0,2.95,0.405,4.0,7.556,1.0,9.951,0.601,7.0,2.971,0.0,8.103,0.681,0.78,103.619,79.142,119.581,0.569,177.97,14.492,0.022,54.795,0.938,0.11,7.556,7.0,5.223,0.366,10.0,human
333857,274,14,19,11,0.579,6.515,0.065,23.59,0.896,0.754,14.421,4.0,30.498,0.702,13.0,2.211,1.0,2.371,0.416,1.5,2.825,1.0,3.437,0.496,2.0,3.359,0.0,12.015,0.831,0.105,15.134,0.301,37.266,0.818,16.125,8.493,0.049,30.552,0.894,1.357,19.571,7.0,46.766,0.702,6.75,human
364465,92,11,30,26,0.867,24.271,5.17,38.195,0.676,43.179,3.067,1.0,9.127,0.633,0.0,1.233,1.0,0.568,0.163,0.0,2.0,1.0,1.909,0.395,1.75,7.144,0.0,22.371,0.719,0.001,41.78,28.723,43.973,0.515,56.823,23.062,0.444,39.876,0.706,35.454,8.364,1.0,10.548,0.597,16.5,human
755566,238,13,6,3,0.5,8.934,0.214,23.221,0.866,1.805,39.667,17.0,51.282,0.597,48.0,6.0,5.5,4.099,0.352,5.25,3.778,2.0,4.308,0.511,4.0,22.073,0.108,48.168,0.716,12.519,11.722,1.09,23.158,0.778,17.414,11.9,0.331,26.068,0.827,5.636,18.308,6.0,36.865,0.663,8.0,human
889355,14,5,2,2,1.0,21.865,0.086,66.505,0.897,0.309,7.0,7.0,8.485,0.429,6.0,2.5,2.5,2.121,0.3,1.5,7.0,7.0,8.485,0.429,6.0,22.327,22.327,31.575,0.0,22.327,239.591,239.591,0.0,0.0,0.0,40.064,0.209,97.748,0.832,0.346,2.8,1.0,4.025,0.514,0.0,human
349535,194,14,20,7,0.35,6.611,0.075,24.365,0.904,0.684,9.7,2.0,21.485,0.753,2.75,1.95,1.0,1.849,0.36,1.0,2.064,1.0,2.28,0.423,1.0,4.007,0.0,21.865,0.883,0.018,9.669,0.047,29.149,0.851,7.596,8.331,0.162,27.386,0.878,2.96,13.857,10.0,15.97,0.551,14.25,human
548536,50,11,16,9,0.562,36.832,0.211,112.074,0.897,0.775,3.125,1.5,3.462,0.495,2.5,1.75,1.0,1.438,0.339,1.0,1.25,1.0,0.494,0.159,0.0,0.042,0.0,0.146,0.619,0.0,46.232,0.237,124.184,0.872,20.86,28.091,0.158,73.087,0.872,2.677,4.545,3.0,4.321,0.465,4.0,human
655366,82,8,9,8,0.889,24.952,11.319,43.602,0.682,26.237,9.111,1.0,20.417,0.753,1.0,1.333,1.0,0.5,0.167,1.0,3.28,2.0,3.422,0.491,3.0,56.144,0.002,101.215,0.576,55.253,25.73,22.818,26.137,0.498,21.418,23.083,21.47,25.752,0.545,26.636,10.25,2.0,21.842,0.735,3.25,human
647364,237,15,32,18,0.562,6.65,0.046,25.589,0.919,0.645,7.406,2.0,11.772,0.661,6.0,2.938,1.5,2.711,0.451,3.25,2.194,1.0,3.04,0.461,1.0,2.62,0.0,15.027,0.898,0.041,12.023,0.249,34.666,0.862,4.647,7.399,0.039,27.451,0.918,0.661,15.8,8.0,16.045,0.522,23.5,human
345754,66,9,26,1,0.038,28.502,0.016,54.933,0.808,15.468,2.538,2.0,2.549,0.418,2.0,1.808,1.0,1.234,0.307,1.0,1.535,1.0,0.984,0.275,1.0,4.357,0.0,18.32,0.816,0.002,39.649,0.601,63.437,0.744,68.716,47.786,1.154,66.504,0.689,88.59,7.333,5.0,6.652,0.441,4.0,human
745364,231,12,7,5,0.714,4.294,0.156,9.727,0.835,1.553,33.0,3.0,73.847,0.78,9.5,3.0,2.0,3.606,0.476,1.5,13.588,2.0,23.305,0.712,11.0,48.486,0.034,96.9,0.705,19.956,10.209,7.225,12.469,0.596,14.109,5.147,0.251,10.9,0.812,2.657,19.25,8.0,23.89,0.608,27.0,human
864658,12,5,3,3,1.0,26.202,0.533,55.457,0.815,9.731,4.0,2.0,4.359,0.444,4.0,1.667,1.0,1.155,0.267,1.0,4.0,2.0,4.359,0.444,4.0,7.214,0.028,12.47,0.499,10.807,133.29,133.29,49.418,0.131,34.944,44.676,0.732,72.112,0.707,74.093,2.4,2.0,1.673,0.333,2.0,human
464646,200,8,1,1,1.0,4.095,0.079,22.431,0.943,0.356,200.0,200.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,814.905,814.905,0.0,0.0,0.0,,,0.0,0.0,,5.194,0.124,26.094,0.937,0.565,25.0,14.0,24.018,0.441,16.5,human
343399,239,12,3,3,1.0,1.685,0.052,5.466,0.895,0.329,79.667,1.0,136.255,0.658,118.0,4.333,1.0,5.774,0.513,5.0,47.8,48.0,48.018,0.495,78.0,74.768,96.58,71.48,0.106,120.962,6.789,6.103,4.425,0.308,4.116,1.94,0.042,5.946,0.891,0.366,19.917,13.5,19.593,0.505,31.25,human
395374,13,7,6,5,0.833,23.437,0.065,50.856,0.825,10.356,2.167,1.0,1.835,0.372,2.25,1.5,1.0,1.225,0.278,0.0,2.167,1.0,1.835,0.372,2.25,0.164,0.0,0.342,0.366,0.099,56.051,38.936,69.52,0.583,73.407,16.201,0.076,29.096,0.754,19.856,1.857,1.0,1.464,0.33,1.0,human
666459,10,6,3,2,0.667,45.875,0.033,92.863,0.772,0.089,3.333,2.0,3.215,0.4,3.0,2.333,2.0,1.528,0.286,1.5,3.333,2.0,3.215,0.4,3.0,56.401,0.001,97.689,0.5,84.601,121.836,121.836,172.291,0.5,121.828,40.641,0.042,99.461,0.8,0.089,1.667,1.0,1.211,0.3,0.75,human
398974,208,11,11,1,0.091,3.495,0.028,7.047,0.818,2.802,18.909,6.0,38.625,0.685,9.5,4.364,5.0,2.203,0.261,2.5,3.104,2.0,3.985,0.515,1.0,6.324,0.001,18.445,0.818,0.019,4.543,0.309,7.791,0.759,5.219,3.775,0.042,7.211,0.801,3.645,18.909,21.0,14.923,0.423,28.5,human
363593,7,1,1,1,1.0,24.231,2.046,54.589,0.794,3.716,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,145.384,145.384,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,7.0,7.0,0.0,0.0,0.0,human
373938,252,13,66,9,0.136,0.658,0.044,3.038,0.895,0.181,3.818,2.0,4.325,0.5,4.0,2.076,1.0,1.522,0.353,2.0,1.615,1.0,1.312,0.301,1.0,0.09,0.0,0.539,0.85,0.009,0.974,0.089,3.802,0.876,0.272,0.703,0.048,3.42,0.899,0.191,19.385,12.0,19.636,0.49,17.0,human
857685,145,17,33,17,0.515,14.798,0.575,28.3,0.764,19.903,4.394,2.0,10.047,0.608,3.0,1.758,1.0,1.415,0.323,1.0,2.042,1.0,2.245,0.398,1.0,4.544,0.0,11.61,0.696,0.077,25.832,11.752,36.211,0.642,34.171,18.604,5.19,31.223,0.711,26.53,8.529,6.0,10.66,0.561,7.0,human
684475,247,15,45,19,0.422,3.582,0.072,12.553,0.903,0.401,5.489,2.0,7.721,0.59,6.0,2.489,2.0,2.181,0.39,2.0,2.839,2.0,3.666,0.493,1.5,0.524,0.0,1.759,0.784,0.185,9.715,0.634,19.826,0.785,10.265,4.391,0.073,13.168,0.877,0.853,16.467,11.0,21.327,0.557,14.0,human
796845,242,14,31,10,0.323,2.613,0.027,9.348,0.907,0.471,7.806,3.0,10.255,0.585,5.0,3.0,2.0,2.113,0.373,3.0,2.847,2.0,3.107,0.457,2.0,0.825,0.0,3.386,0.873,0.071,6.662,0.502,14.774,0.805,4.198,3.138,0.017,10.671,0.907,0.498,17.286,11.0,17.004,0.518,26.0,human
487445,38,6,7,3,0.429,55.122,1.269,118.103,0.798,46.05,5.429,3.0,5.318,0.466,5.0,1.714,1.0,0.951,0.262,1.5,2.0,1.0,1.795,0.388,1.5,9.104,0.0,22.349,0.548,1.931,103.696,35.68,155.414,0.666,167.672,75.814,14.409,158.689,0.781,70.12,6.333,2.0,10.671,0.632,2.25,human
768364,124,5,92,86,0.935,16.931,2.659,37.907,0.755,21.597,1.348,1.0,2.565,0.254,0.0,1.043,1.0,0.293,0.041,0.0,1.192,1.0,0.698,0.15,0.0,0.507,0.0,2.922,0.715,0.0,19.706,4.681,40.788,0.727,24.046,7.762,0.687,13.36,0.753,10.072,24.8,4.0,37.009,0.642,25.0,human
458437,14,5,5,3,0.6,29.665,0.258,58.071,0.768,46.252,2.8,1.0,4.025,0.514,0.0,1.4,1.0,0.894,0.229,0.0,2.8,1.0,4.025,0.514,0.0,13.824,0.0,30.911,0.0,0.0,79.131,54.141,89.987,0.505,63.332,64.145,24.154,98.461,0.652,85.763,2.8,2.0,2.95,0.429,1.0,human
449544,49,8,6,4,0.667,23.074,1.042,56.386,0.833,14.565,8.167,1.5,12.449,0.643,8.5,2.333,1.0,2.16,0.405,2.25,6.125,2.0,8.983,0.61,5.25,121.848,29.588,186.286,0.512,153.641,18.969,6.944,26.413,0.644,25.236,23.548,1.157,59.006,0.83,14.917,6.125,5.0,5.54,0.452,6.25,human
587536,46,7,10,4,0.4,46.977,0.069,101.669,0.824,44.658,4.6,2.0,4.195,0.409,3.0,2.9,2.0,1.449,0.217,2.25,2.556,1.0,2.572,0.449,1.75,32.154,0.0,99.04,0.791,0.03,90.305,5.05,146.809,0.735,166.219,45.179,0.034,112.018,0.867,3.868,6.571,5.0,5.473,0.379,3.5,human
466639,117,13,50,40,0.8,18.272,2.08,35.81,0.754,23.22,2.34,1.0,3.646,0.5,0.75,1.3,1.0,0.814,0.205,0.0,1.444,1.0,1.025,0.259,0.0,4.912,0.0,23.001,0.829,0.0,21.521,10.41,36.876,0.67,24.101,20.987,3.65,38.751,0.708,25.005,9.0,4.0,11.669,0.581,7.0,human
793877,147,13,41,30,0.732,14.377,0.212,35.024,0.844,9.058,3.585,1.0,8.93,0.626,2.0,1.634,1.0,1.135,0.301,1.0,1.934,1.0,4.842,0.438,1.0,3.103,0.0,16.369,0.87,0.004,24.842,3.123,45.062,0.753,26.161,20.432,0.832,40.796,0.783,20.845,11.308,7.0,15.212,0.508,6.0,human
867836,23,3,1,1,1.0,4.294,0.171,15.624,0.911,0.382,23.0,23.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,94.459,94.459,0.0,0.0,0.0,,,0.0,0.0,,0.038,0.038,0.006,0.053,0.004,7.667,2.0,10.693,0.551,9.5,human
896835,163,14,10,3,0.3,12.605,0.099,41.152,0.917,0.331,16.3,6.0,20.061,0.574,19.25,3.2,2.5,2.098,0.306,1.0,3.396,2.0,5.433,0.558,2.0,11.565,0.001,36.195,0.828,0.23,31.637,0.197,63.398,0.813,25.747,23.831,0.039,55.773,0.857,3.887,11.643,6.0,24.858,0.676,6.5,human
